grid,driverId,constructorId,raceId
1,1,1,18
11,4,4,18
9,1,1,19
7,4,4,19
10,4,4,20
3,1,1,20
5,1,1,21
2,4,4,21
3,1,1,22
7,4,4,22
3,1,1,23
7,4,4,23
4,4,4,24
1,1,1,24
3,4,4,25
13,1,1,25
4,1,1,26
6,4,4,26
1,1,1,27
5,4,4,27
7,4,4,28
1,1,1,28
2,1,1,29
12,4,4,29
1,1,1,30
6,4,4,30
8,4,4,31
15,1,1,31
15,4,4,32
2,1,1,32
4,4,4,33
1,1,1,33
1,1,1,34
4,4,4,34
6,4,4,35
4,1,1,35
2,4,1,36
4,1,1,36
2,4,1,37
4,1,1,37
2,1,1,38
4,4,1,38
4,1,1,39
2,4,1,39
1,4,1,40
2,1,1,40
1,1,1,41
2,4,1,41
1,1,1,42
2,4,1,42
2,1,1,43
10,4,1,43
3,4,1,44
1,1,1,44
2,4,1,45
10,1,1,45
1,1,1,46
6,4,1,46
4,4,1,47
2,1,1,47
1,4,1,48
2,1,1,48
3,4,1,49
4,1,1,49
1,1,1,50
2,4,1,50
4,4,1,51
1,1,1,51
4,4,1,52
2,1,1,52
4,4,4,53
7,4,4,54
3,4,4,55
5,4,4,56
1,4,4,57
1,4,4,58
1,4,4,59
1,4,4,60
1,4,4,61
5,4,4,62
3,4,4,63
7,4,4,64
15,4,4,65
3,4,4,66
10,4,4,67
1,4,4,68
5,4,4,69
4,4,4,70
13,4,4,71
1,4,4,72
1,4,4,73
2,4,4,74
3,4,4,75
2,4,4,76
6,4,4,77
3,4,4,78
6,4,4,79
1,4,4,80
1,4,4,81
3,4,4,82
6,4,4,83
3,4,4,84
2,4,4,85
4,4,4,86
1,4,4,87
16,4,4,88
1,4,4,89
5,4,4,90
19,4,4,91
16,4,4,92
6,4,4,93
8,4,4,94
3,4,4,95
6,4,4,96
5,4,4,97
9,4,4,98
1,4,4,99
16,4,4,100
5,4,4,101
5,4,4,102
3,4,4,103
4,4,4,104
6,4,4,105
11,4,4,106
8,4,4,107
10,4,4,108
1,4,4,109
10,4,4,110
8,4,4,111
3,4,4,112
19,4,4,113
8,4,4,114
4,4,4,115
8,4,4,116
7,4,4,117
8,4,4,118
8,4,4,119
1,4,4,120
20,4,4,121
6,4,4,122
5,4,4,123
19,4,18,141
21,4,18,142
19,4,18,143
18,4,18,144
18,4,18,145
18,4,18,146
18,4,18,147
22,4,18,148
21,4,18,149
21,4,18,150
21,4,18,151
21,4,18,152
18,4,18,153
20,4,18,154
21,4,18,155
17,4,18,156
18,4,18,157
10,4,4,1
18,1,1,1
12,1,1,2
9,4,4,2
9,1,1,3
2,4,4,3
5,1,1,4
7,4,4,4
8,4,4,5
14,1,1,5
9,4,4,6
19,1,1,6
8,4,4,7
16,1,1,7
10,4,4,8
18,1,1,8
12,4,4,9
5,1,1,9
4,1,1,10
1,4,4,10
1,1,1,11
8,4,4,11
13,4,4,12
12,1,1,12
8,4,4,13
1,1,1,13
1,1,1,14
5,4,4,14
3,1,1,15
16,4,4,15
17,1,1,16
10,4,4,16
15,4,4,17
1,1,1,17
3,4,6,337
4,1,1,337
13,807,3,337
3,4,6,338
11,1,1,338
15,807,3,338
20,1,1,339
5,807,3,339
19,4,6,339
6,1,1,340
3,4,6,340
16,807,3,340
4,4,6,341
3,1,1,341
13,807,3,341
5,1,1,342
24,4,6,342
11,807,3,342
2,1,1,343
12,4,6,343
17,807,3,343
1,1,1,344
3,4,6,344
12,807,3,344
3,1,1,345
4,4,6,345
8,807,3,345
4,1,1,346
13,807,3,346
3,4,6,346
2,4,6,347
6,1,1,347
10,807,3,347
3,4,6,348
10,807,3,348
5,1,1,348
2,1,1,349
9,807,3,349
10,4,6,349
1,4,6,350
8,807,3,350
5,1,1,350
1,4,6,351
17,807,3,351
3,1,1,351
4,4,6,352
8,1,1,352
9,807,3,352
3,4,6,353
4,1,1,353
11,807,3,353
5,4,6,354
4,1,1,354
1,807,3,354
2,1,1,355
3,4,6,355
15,807,3,355
2,1,1,841
5,4,6,841
13,815,15,841
5,4,6,842
2,1,1,842
16,815,15,842
3,1,1,843
5,4,6,843
12,815,15,843
5,4,6,844
4,1,1,844
15,815,15,844
3,1,1,845
4,4,6,845
12,815,15,845
4,4,6,846
9,1,1,846
2,4,6,847
5,1,1,847
4,4,6,848
3,1,1,848
16,815,15,848
3,4,6,849
10,1,1,849
12,815,15,849
24,817,164,849
2,1,1,850
4,4,6,850
15,815,15,850
22,817,164,850
5,4,6,851
2,1,1,851
10,815,15,851
22,817,164,851
8,4,6,852
9,815,15,852
23,817,164,852
2,1,1,852
4,4,6,853
2,1,1,853
23,817,164,853
15,815,15,853
5,4,6,854
4,1,1,854
11,815,15,854
23,817,164,854
5,4,6,855
3,1,1,855
17,815,15,855
22,817,164,855
1,1,1,856
6,4,6,856
17,815,15,856
24,817,164,856
3,4,6,857
5,1,1,857
20,815,15,857
23,817,164,857
2,1,1,858
5,4,6,858
11,815,15,858
20,817,164,858
5,4,6,859
17,815,15,859
22,817,164,859
4,1,1,859
1,1,1,860
12,4,6,860
22,815,15,860
10,817,5,860
9,807,10,860
8,4,6,861
9,815,15,861
1,1,1,861
16,807,10,861
15,817,5,861
7,1,1,862
9,4,6,862
8,815,15,862
16,807,10,862
17,817,5,862
9,4,6,863
2,1,1,863
8,815,15,863
13,807,10,863
6,817,5,863
2,4,6,864
24,1,1,864
13,807,10,864
15,817,5,864
5,815,15,864
5,4,6,865
3,1,1,865
10,807,10,865
23,815,15,865
15,817,5,865
2,1,1,866
15,815,15,866
3,4,6,866
13,807,10,866
14,817,5,866
11,4,6,867
8,807,10,867
15,815,15,867
17,817,5,867
2,1,1,867
1,4,6,868
8,1,1,868
14,807,10,868
12,817,5,868
15,815,15,868
1,4,6,869
17,815,15,869
4,807,10,869
11,817,5,869
7,1,1,869
1,1,1,870
6,4,6,870
10,807,10,870
14,815,15,870
18,817,5,870
11,807,10,871
16,817,5,871
4,815,15,871
5,4,6,871
7,1,1,871
1,1,1,872
12,815,15,872
10,4,6,872
14,817,5,872
24,807,10,872
5,4,6,873
15,817,5,873
14,815,15,873
11,807,10,873
1,1,1,873
9,1,1,874
15,807,10,874
14,817,5,874
5,815,15,874
6,4,6,874
4,4,6,875
8,807,10,875
21,817,5,875
3,1,1,875
12,815,15,875
5,4,6,876
3,1,1,876
12,807,10,876
15,817,5,876
8,815,15,876
6,4,6,877
16,817,5,877
11,815,15,877
1,1,1,877
10,807,10,877
2,1,1,878
7,4,6,878
6,807,10,878
15,815,15,878
18,817,5,878
7,4,6,879
6,807,10,879
15,817,5,879
1,1,1,879
12,815,15,879
5,4,6,880
3,1,131,880
15,815,1,880
16,822,3,880
14,817,5,880
11,807,15,880
4,1,131,881
12,807,15,881
9,815,1,881
18,822,3,881
13,817,5,881
3,4,6,881
3,4,6,882
1,1,131,882
7,817,5,882
10,807,15,882
12,815,1,882
16,822,3,882
9,1,131,883
12,815,1,883
3,4,6,883
14,807,15,883
15,822,3,883
13,817,5,883
5,4,6,884
8,815,1,884
11,817,5,884
2,1,131,884
15,807,15,884
16,822,3,884
2,1,131,885
6,4,6,885
11,807,15,885
14,822,3,885
7,815,1,885
12,817,5,885
6,4,6,886
2,1,131,886
12,815,1,886
3,822,3,886
11,817,5,886
9,807,15,886
9,4,6,887
1,1,131,887
5,817,5,887
14,807,15,887
16,822,3,887
13,815,1,887
8,4,6,888
1,1,131,888
13,815,1,888
10,807,15,888
6,817,5,888
17,822,3,888
1,1,131,890
5,4,6,890
9,815,1,890
12,807,15,890
8,817,5,890
16,822,3,890
9,4,6,891
1,1,131,891
19,817,5,891
13,815,1,891
11,807,15,891
20,822,3,891
5,4,6,892
3,807,15,892
7,817,5,892
12,1,131,892
8,815,1,892
18,822,3,892
7,4,6,893
5,1,131,893
14,815,1,893
11,807,15,893
16,822,3,893
9,817,5,893
7,807,15,894
2,1,131,894
5,4,6,894
10,815,1,894
17,822,3,894
12,817,5,894
8,4,6,895
7,807,15,895
16,817,5,895
11,815,1,895
13,822,3,895
3,1,131,895
9,815,1,896
3,1,131,896
11,817,5,896
8,4,6,896
15,822,3,896
7,807,15,896
10,4,6,897
4,1,131,897
8,815,1,897
5,807,15,897
15,822,3,897
9,817,5,897
5,1,131,898
6,4,6,898
4,807,15,898
7,815,1,898
9,822,3,898
10,817,5,898
3,4,6,899
19,815,1,899
10,807,15,899
5,1,131,899
7,817,5,899
13,822,3,899
4,825,1,900
5,4,6,900
15,822,3,900
7,807,10,900
16,815,10,900
1,1,131,900
2,817,9,900
1,1,131,901
4,4,6,901
7,807,10,901
18,822,3,901
8,825,1,901
5,817,9,901
14,815,10,901
2,1,131,902
4,815,10,902
13,817,9,902
11,807,10,902
3,822,3,902
9,4,6,902
8,825,1,902
1,1,131,903
5,4,6,903
2,817,9,903
8,807,10,903
7,822,3,903
16,815,10,903
15,825,1,903
1,1,131,904
3,817,9,904
4,822,3,904
7,4,6,904
11,815,10,904
10,807,10,904
14,825,1,904
2,1,131,905
3,817,9,905
5,4,6,905
11,807,10,905
8,825,1,905
13,822,3,905
10,815,10,905
6,817,9,906
11,807,10,906
7,4,6,906
4,822,3,906
12,825,1,906
13,815,10,906
2,1,131,906
9,1,131,907
2,822,3,907
4,4,6,907
15,815,10,907
6,825,1,907
5,817,9,907
10,807,10,907
6,1,131,908
14,822,3,908
8,817,9,908
16,4,6,908
5,825,1,908
4,807,10,908
7,815,10,908
2,822,3,909
20,1,131,909
7,4,6,909
5,817,9,909
9,807,10,909
4,825,1,909
10,815,10,909
4,817,9,910
5,4,6,910
22,1,131,910
3,822,3,910
21,825,1,910
12,815,10,910
9,807,10,910
5,817,9,911
6,822,3,911
4,4,6,911
13,815,10,911
18,807,10,911
7,825,1,911
2,1,131,911
1,1,131,912
3,822,3,912
9,817,9,912
10,815,10,912
5,825,1,912
13,807,10,912
7,4,6,912
1,1,131,913
3,817,9,913
5,4,6,913
15,815,10,913
13,807,10,913
9,825,1,913
8,822,3,913
2,1,131,914
6,817,9,914
3,822,3,914
13,807,10,914
11,815,10,914
7,825,1,914
5,4,6,914
1,1,131,915
3,822,3,915
11,825,1,915
7,4,6,915
6,817,9,915
12,815,10,915
17,807,10,915
2,1,131,916
5,817,9,916
3,822,3,916
6,4,6,916
7,825,1,916
13,807,10,916
11,815,10,916
2,1,131,917
8,4,6,917
12,807,10,917
7,825,1,917
4,822,3,917
18,815,10,917
9,817,9,917
2,1,131,918
3,822,3,918
20,817,9,918
12,807,10,918
11,815,10,918
8,4,6,918
9,825,1,918
1,1,131,926
6,817,9,926
13,807,10,926
14,815,10,926
11,830,5,926
17,825,1,926
0,822,3,926
1,1,131,927
8,822,3,927
6,830,5,927
4,817,9,927
14,815,10,927
13,807,10,927
18,4,1,927
1,1,131,928
5,822,3,928
7,817,9,928
15,815,10,928
18,4,1,928
13,830,5,928
16,807,10,928
1,1,131,929
5,822,3,929
7,817,9,929
11,815,10,929
14,4,1,929
8,807,10,929
15,830,5,929
2,1,131,930
4,822,3,930
10,817,9,930
6,830,5,930
18,815,10,930
17,807,10,930
13,4,1,930
1,1,131,931
4,817,9,931
7,815,10,931
11,807,10,931
16,822,3,931
9,830,5,931
13,4,1,931
1,1,131,932
4,822,3,932
7,807,10,932
10,815,10,932
9,817,9,932
19,830,5,932
13,4,1,932
1,1,131,933
6,822,3,933
5,807,10,933
7,830,5,933
13,815,10,933
18,817,9,933
19,4,1,933
1,1,131,934
4,822,3,934
9,807,10,934
11,815,10,934
17,4,1,934
10,817,9,934
13,830,5,934
4,817,9,936
9,830,5,936
15,4,1,936
1,1,131,936
6,822,3,936
13,815,10,936
11,807,10,936
1,1,131,937
4,815,10,937
18,830,5,937
3,822,3,937
20,4,1,937
5,817,9,937
11,807,10,937
1,1,131,938
6,822,3,938
7,815,10,938
9,807,10,938
19,817,9,938
20,830,5,938
16,4,1,938
2,817,9,939
7,822,3,939
13,815,10,939
8,830,5,939
12,4,1,939
5,1,131,939
11,807,10,939
2,1,131,940
3,822,3,940
13,807,10,940
17,830,5,940
12,4,1,940
9,815,10,940
7,817,9,940
2,1,131,941
7,815,10,941
9,830,5,941
19,4,1,941
3,822,3,941
10,817,9,941
6,807,10,941
2,1,131,942
8,830,5,942
5,815,10,942
3,817,9,942
9,4,1,942
6,807,10,942
16,822,3,942
2,1,131,943
6,822,3,943
5,817,9,943
10,807,10,943
9,815,10,943
8,830,5,943
18,4,1,943
2,1,131,944
7,822,3,944
5,807,10,944
9,830,5,944
19,817,9,944
11,815,10,944
20,4,1,944
2,1,131,945
4,815,10,945
5,817,9,945
7,807,10,945
6,822,3,945
11,830,5,945
16,4,1,945
1,1,131,948
8,817,9,948
10,807,10,948
16,822,3,948
5,830,5,948
14,825,4,948
9,815,10,948
11,4,1,948
1,1,131,949
5,817,9,949
10,830,5,949
6,822,3,949
22,825,4,949
8,807,10,949
18,815,10,949
2,817,9,950
22,1,131,950
9,830,5,950
5,822,3,950
7,815,10,950
11,4,1,950
13,807,10,950
17,825,4,950
10,1,131,951
2,822,3,951
14,4,1,951
17,825,4,951
6,815,10,951
5,817,9,951
9,830,5,951
13,807,10,951
4,830,9,952
3,817,9,952
7,822,3,952
9,815,10,952
15,825,4,952
10,4,1,952
11,807,10,952
1,1,131,952
3,1,131,953
1,817,9,953
7,815,10,953
9,4,1,953
5,807,10,953
10,822,3,953
0,830,9,953
16,825,4,953
1,1,131,954
7,822,3,954
5,830,9,954
4,817,9,954
9,807,10,954
11,815,10,954
10,4,1,954
22,825,4,954
7,815,10,955
10,1,131,955
8,822,3,955
2,817,9,955
9,830,9,955
12,807,10,955
22,825,4,955
13,4,1,955
1,1,131,956
8,830,9,956
5,817,9,956
7,822,3,956
17,825,4,956
16,815,10,956
14,4,1,956
2,807,10,956
1,1,131,957
3,830,9,957
4,817,9,957
10,815,10,957
8,807,10,957
9,4,1,957
6,822,3,957
16,825,4,957
2,1,131,958
3,817,9,958
4,830,9,958
7,4,1,958
10,822,3,958
9,807,10,958
13,815,10,958
19,825,4,958
2,1,131,959
3,817,9,959
4,830,9,959
8,807,10,959
7,822,3,959
9,815,10,959
13,4,1,959
16,825,4,959
5,817,9,960
21,1,131,960
7,807,10,960
6,815,10,960
22,4,1,960
8,822,3,960
2,830,9,960
17,839,209,960
12,825,4,960
1,1,131,961
6,817,9,961
5,822,3,961
7,830,9,961
8,815,10,961
9,807,10,961
12,4,1,961
21,825,4,961
22,839,209,961
2,817,9,962
3,1,131,962
4,830,9,962
9,4,1,962
17,815,10,962
15,825,4,962
21,839,209,962
10,822,3,962
8,807,10,962
4,817,9,963
3,830,9,963
11,822,3,963
7,815,10,963
22,4,1,963
8,807,10,963
20,839,209,963
1,1,131,963
14,825,4,963
3,830,9,964
2,1,131,964
4,817,9,964
5,815,10,964
9,807,10,964
11,822,3,964
17,825,4,964
15,4,1,964
20,839,209,964
1,1,131,965
3,817,9,965
12,4,1,965
11,815,10,965
18,825,4,965
8,822,3,965
22,839,209,965
4,830,9,965
7,807,10,965
1,1,131,966
4,817,9,966
3,830,9,966
5,807,10,966
8,822,3,966
12,815,10,966
11,4,1,966
14,825,4,966
20,839,209,966
1,1,131,967
4,830,9,967
9,815,10,967
8,807,10,967
6,817,9,967
10,4,1,967
11,822,3,967
22,839,209,967
18,825,4,967
1,1,131,968
6,830,9,968
3,817,9,968
7,807,10,968
8,815,10,968
9,4,1,968
20,839,209,968
11,822,3,968
18,825,4,968
1,1,131,969
3,822,131,969
5,830,9,969
10,815,10,969
13,839,10,969
11,807,4,969
12,4,1,969
17,825,210,969
20,840,3,969
0,817,9,969
1,1,131,970
16,830,9,970
5,817,9,970
3,822,131,970
12,825,210,970
8,815,10,970
17,839,10,970
7,807,4,970
13,4,1,970
10,840,3,970
2,1,131,971
1,822,131,971
4,817,9,971
18,815,10,971
7,807,4,971
14,839,10,971
15,4,1,971
12,840,3,971
6,830,9,971
20,825,210,971
3,822,131,972
4,1,131,972
7,830,9,972
9,815,10,972
10,839,10,972
8,807,4,972
11,840,3,972
13,825,210,972
5,817,9,972
15,4,1,972
1,1,131,973
6,817,9,973
8,815,10,973
10,839,10,973
13,807,4,973
7,4,1,973
11,825,210,973
18,840,3,973
3,822,131,973
5,830,9,973
5,817,9,974
3,822,131,974
4,830,9,974
13,1,131,974
11,825,210,974
15,839,10,974
7,815,10,974
17,840,3,974
10,807,4,974
1,1,131,975
3,822,131,975
6,817,9,975
8,815,10,975
9,839,10,975
10,807,4,975
17,840,3,975
18,825,210,975
12,4,1,975
5,830,9,975
10,817,9,976
2,822,131,976
8,840,3,976
1,1,131,976
7,839,10,976
12,825,210,976
19,4,1,976
6,815,10,976
13,807,4,976
5,830,9,976
0,815,15,846
1,822,131,977
4,817,9,977
8,1,131,977
7,815,10,977
9,839,10,977
18,840,3,977
11,807,4,977
15,825,210,977
12,4,1,977
5,830,9,977
1,1,131,978
9,822,131,978
4,830,9,978
19,817,9,978
5,807,4,978
7,839,10,978
6,815,10,978
16,825,210,978
15,840,3,978
20,4,1,978
3,822,131,979
4,1,131,979
5,830,9,979
7,4,1,979
13,815,10,979
11,839,10,979
15,825,210,979
17,840,3,979
12,807,4,979
6,817,9,979
1,1,131,980
6,817,9,980
3,822,131,980
7,807,4,980
9,839,10,980
15,840,3,980
12,825,210,980
8,815,10,980
10,4,1,980
5,830,9,980
1,1,131,981
4,822,131,981
16,817,9,981
3,839,10,981
2,840,3,981
10,815,10,981
13,830,9,981
9,825,210,981
14,807,4,981
19,4,1,981
5,1,131,982
3,817,9,982
6,822,131,982
12,815,10,982
18,840,3,982
14,839,10,982
16,825,210,982
7,807,4,982
8,4,1,982
2,830,9,982
3,830,9,983
1,1,131,983
4,817,9,983
5,822,131,983
9,815,10,983
13,840,3,983
6,839,10,983
10,4,1,983
17,825,210,983
15,842,5,983
8,807,4,983
1,1,131,984
4,830,9,984
3,817,9,984
6,822,131,984
5,839,10,984
7,815,10,984
12,825,210,984
20,4,1,984
14,842,5,984
15,840,3,984
11,807,4,984
1,1,131,985
16,830,9,985
3,822,131,985
6,839,10,985
9,815,10,985
15,840,3,985
17,825,210,985
8,4,1,985
4,817,9,985
18,807,4,985
2,830,9,986
4,822,131,986
6,839,10,986
11,840,3,986
9,815,10,986
14,825,210,986
3,1,131,986
18,4,1,986
20,842,5,986
7,807,4,986
16,817,9,986
1,822,131,987
20,1,131,987
4,830,9,987
14,817,9,987
6,4,1,987
5,815,10,987
7,807,4,987
19,842,5,987
16,840,3,987
10,839,10,987
13,825,210,987
1,822,131,988
2,1,131,988
6,830,9,988
7,807,4,988
8,815,10,988
9,839,10,988
11,4,1,988
14,825,210,988
17,842,5,988
15,840,3,988
4,817,9,988
1,1,131,989
8,817,9,989
10,4,1,989
4,830,9,989
7,807,4,989
15,822,131,989
12,815,10,989
14,839,10,989
18,844,15,989
13,840,3,989
5,825,210,989
20,842,5,989
3,822,131,990
9,1,131,990
5,842,5,990
6,825,210,990
7,807,4,990
13,4,1,990
8,839,10,990
19,844,15,990
20,840,3,990
12,815,10,990
15,830,9,990
4,817,9,990
6,817,9,991
3,822,131,991
4,1,131,991
5,830,9,991
7,807,4,991
13,4,1,991
11,825,210,991
12,839,10,991
8,815,10,991
18,840,3,991
17,842,5,991
19,844,15,991
2,1,131,992
8,815,10,992
13,844,15,992
12,4,1,992
10,840,3,992
17,842,5,992
15,825,210,992
3,822,131,992
5,830,9,992
4,817,9,992
14,807,4,992
7,839,10,992
1,1,131,993
2,822,131,993
5,830,9,993
6,817,9,993
7,825,210,993
8,4,1,993
15,815,10,993
14,844,15,993
18,840,3,993
13,839,10,993
12,842,5,993
16,807,4,993
1,817,9,994
3,1,131,994
5,822,131,994
6,839,10,994
10,842,5,994
11,807,4,994
20,830,9,994
9,815,10,994
19,825,210,994
17,840,3,994
14,844,15,994
7,4,1,994
2,822,131,995
3,830,9,995
6,817,9,995
4,1,131,995
7,807,4,995
8,839,10,995
13,844,15,995
16,842,5,995
11,825,210,995
10,815,10,995
14,4,1,995
17,840,3,995
1,1,131,996
4,830,9,996
5,817,9,996
9,825,210,996
2,822,131,996
12,807,4,996
8,844,15,996
16,4,1,996
19,840,3,996
13,815,10,996
11,839,10,996
14,842,5,996
4,830,9,997
8,825,210,997
11,839,10,997
16,815,10,997
13,4,1,997
18,844,15,997
12,842,5,997
14,840,3,997
2,1,131,997
7,817,9,997
1,822,131,997
10,807,4,997
1,1,131,998
4,822,131,998
6,817,9,998
11,807,4,998
10,839,10,998
13,4,1,998
7,825,210,998
12,815,10,998
19,840,3,998
14,842,5,998
5,830,9,998
9,844,15,998
14,1,131,999
2,822,131,999
4,830,9,999
7,807,4,999
10,815,10,999
15,839,10,999
5,825,210,999
16,842,5,999
9,844,15,999
11,4,1,999
18,840,3,999
20,817,9,999
1,1,131,1000
12,817,9,1000
2,822,131,1000
6,842,5,1000
9,825,210,1000
11,4,1,1000
13,807,4,1000
18,839,10,1000
19,815,10,1000
15,840,3,1000
7,830,9,1000
17,844,15,1000
1,1,131,1001
7,830,9,1001
19,822,131,1001
4,815,10,1001
3,839,10,1001
9,825,210,1001
10,842,5,1001
17,840,3,1001
8,817,9,1001
12,844,15,1001
15,4,1,1001
20,807,4,1001
3,1,131,1002
4,822,131,1002
5,830,9,1002
8,839,10,1002
14,815,10,1002
10,840,3,1002
15,844,15,1002
20,807,4,1002
9,842,5,1002
11,825,210,1002
19,817,9,1002
13,4,1,1002
1,1,131,1003
2,830,9,1003
4,822,131,1003
6,817,9,1003
11,4,1,1003
13,844,15,1003
10,807,4,1003
15,842,5,1003
20,840,3,1003
7,815,10,1003
16,825,210,1003
9,839,10,1003
2,1,131,1004
1,822,131,1004
19,830,9,1004
18,817,9,1004
7,844,15,1004
5,825,210,1004
6,839,10,1004
8,815,10,1004
12,807,4,1004
16,4,1,1004
14,840,3,1004
17,842,5,1004
1,1,131,1005
2,822,131,1005
3,830,9,1005
15,817,9,1005
9,815,10,1005
11,839,10,1005
7,842,5,1005
18,4,1,1005
14,840,3,1005
10,844,15,1005
16,807,4,1005
12,825,210,1005
18,830,9,1006
1,1,131,1006
3,822,131,1006
7,807,4,1006
10,815,10,1006
19,842,5,1006
15,840,3,1006
9,844,15,1006
4,817,9,1006
13,4,1,1006
6,839,10,1006
12,825,210,1006
2,830,9,1007
3,1,131,1007
5,822,131,1007
7,807,4,1007
9,844,15,1007
20,842,5,1007
11,839,10,1007
17,840,3,1007
16,825,210,1007
1,817,9,1007
13,815,10,1007
12,4,1,1007
1,1,131,1008
5,830,9,1008
11,817,9,1008
3,822,131,1008
7,844,15,1008
10,825,210,1008
12,815,10,1008
9,842,5,1008
18,839,10,1008
17,4,1,1008
19,840,3,1008
13,807,4,1008
1,1,131,1009
6,830,9,1009
5,817,9,1009
2,822,131,1009
8,844,15,1009
14,815,10,1009
13,825,210,1009
15,4,1,1009
20,840,3,1009
17,842,5,1009
9,839,10,1009
10,807,4,1009
2,822,131,1010
1,1,131,1010
4,830,9,1010
5,844,6,1010
7,825,210,1010
11,807,4,1010
16,840,211,1010
17,842,9,1010
8,846,1,1010
10,815,211,1010
19,847,3,1010
12,817,4,1010
3,1,131,1011
4,822,131,1011
1,844,6,1011
5,830,9,1011
9,846,1,1011
13,842,9,1011
14,815,211,1011
6,825,210,1011
18,840,211,1011
19,847,3,1011
17,807,4,1011
10,817,4,1011
2,1,131,1012
1,822,131,1012
5,830,9,1012
4,844,6,1012
6,842,9,1012
7,817,4,1012
12,815,211,1012
16,840,211,1012
9,825,210,1012
17,847,3,1012
15,846,1,1012
8,807,4,1012
1,822,131,1013
2,1,131,1013
4,830,9,1013
8,844,6,1013
5,815,211,1013
7,846,1,1013
13,840,211,1013
12,825,210,1013
15,807,4,1013
16,847,3,1013
0,842,9,1013
10,817,4,1013
2,1,131,1014
1,822,131,1014
4,830,9,1014
5,844,6,1014
6,842,9,1014
8,825,210,1014
13,817,4,1014
0,807,4,1014
15,815,211,1014
19,847,3,1014
16,840,211,1014
10,846,1,1014
1,1,131,1015
2,822,131,1015
3,830,9,1015
8,842,9,1015
6,817,4,1015
12,846,1,1015
5,825,210,1015
16,815,211,1015
11,807,4,1015
19,847,3,1015
17,840,211,1015
15,844,6,1015
2,1,131,1016
3,844,6,1016
6,822,131,1016
9,830,9,1016
4,817,4,1016
7,807,4,1016
5,842,9,1016
17,840,211,1016
15,815,211,1016
18,847,3,1016
0,825,210,1016
8,846,1,1016
1,1,131,1017
2,822,131,1017
3,844,6,1017
4,830,9,1017
13,807,4,1017
5,846,1,1017
9,842,9,1017
8,817,4,1017
14,815,211,1017
17,840,211,1017
15,825,210,1017
20,847,3,1017
2,830,9,1018
1,844,6,1018
3,822,131,1018
4,1,131,1018
5,846,1,1018
8,842,9,1018
13,815,211,1018
12,817,4,1018
15,807,4,1018
14,840,211,1018
0,847,3,1018
10,825,210,1018
2,1,131,1019
1,822,131,1019
3,844,6,1019
5,842,9,1019
4,830,9,1019
7,817,4,1019
10,807,4,1019
8,846,1,1019
18,840,211,1019
19,847,3,1019
15,815,211,1019
16,825,210,1019
2,830,9,1020
15,840,211,1020
12,825,210,1020
1,1,131,1020
17,847,3,1020
4,842,9,1020
3,822,131,1020
9,807,4,1020
10,844,6,1020
19,846,1,1020
13,817,4,1020
8,815,211,1020
3,1,131,1021
1,830,9,1021
4,844,6,1021
6,842,9,1021
2,822,131,1021
7,846,1,1021
16,815,211,1021
11,807,4,1021
14,825,210,1021
20,817,4,1021
15,847,3,1021
18,840,211,1021
1,844,6,1022
3,1,131,1022
4,822,131,1022
7,815,211,1022
12,807,4,1022
13,842,5,1022
16,840,211,1022
11,846,1,1022
8,825,210,1022
10,817,4,1022
14,847,3,1022
5,830,9,1022
1,844,6,1023
3,822,131,1023
2,1,131,1023
5,817,4,1023
6,807,4,1023
18,815,211,1023
19,830,9,1023
16,846,1,1023
17,842,5,1023
9,840,211,1023
14,847,3,1023
11,825,210,1023
1,844,6,1024
4,830,9,1024
2,1,131,1024
5,822,131,1024
9,846,1,1024
11,842,5,1024
8,807,4,1024
16,840,211,1024
20,817,4,1024
13,825,210,1024
15,815,211,1024
18,847,3,1024
2,1,131,1025
4,822,131,1025
1,844,6,1025
9,830,9,1025
11,815,211,1025
7,846,1,1025
13,825,210,1025
6,807,4,1025
14,840,211,1025
16,842,5,1025
17,847,3,1025
10,817,4,1025
3,822,131,1026
4,1,131,1026
2,844,6,1026
9,842,5,1026
17,815,211,1026
12,840,211,1026
8,846,1,1026
19,825,210,1026
18,847,3,1026
5,830,9,1026
16,817,4,1026
15,807,4,1026
3,1,131,1027
6,822,131,1027
1,844,6,1027
4,830,9,1027
11,815,211,1027
13,817,4,1027
10,842,5,1027
12,807,4,1027
16,840,211,1027
17,825,210,1027
19,847,3,1027
8,846,1,1027
1,822,131,1031
1,822,131,1028
5,1,131,1028
3,830,9,1028
4,844,6,1028
9,817,4,1028
8,846,1,1028
