grid,driverId,constructorId,raceId
11,807,4,1028
0,815,211,1028
14,840,211,1028
10,842,5,1028
18,847,3,1028
12,825,210,1028
1,830,9,1029
6,842,5,1029
11,817,4,1029
3,1,131,1029
10,846,1,1029
15,815,211,1029
9,825,210,1029
18,847,3,1029
13,807,4,1029
14,844,6,1029
17,840,211,1029
4,822,131,1029
1,1,131,1030
2,830,9,1030
3,844,6,1030
20,822,131,1030
10,815,211,1030
6,846,1,1030
7,817,4,1030
9,807,4,1030
14,825,210,1030
18,847,3,1030
11,842,5,1030
12,840,211,1030
7,844,6,1031
3,846,1,1031
5,1,131,1031
6,815,211,1031
12,842,213,1031
14,839,4,1031
17,847,3,1031
16,825,210,1031
9,840,211,1031
10,817,4,1031
2,830,9,1031
1,1,131,1032
4,822,131,1032
2,830,9,1032
9,846,1,1032
17,815,211,1032
12,840,211,1032
8,817,4,1032
15,825,210,1032
7,842,213,1032
11,847,3,1032
5,839,4,1032
14,844,6,1032
1,1,131,1033
7,830,9,1033
2,822,131,1033
3,840,211,1033
4,815,211,1033
11,817,4,1033
0,825,210,1033
6,844,6,1033
8,846,1,1033
14,839,4,1033
12,847,3,1033
10,842,213,1033
1,1,131,1034
3,830,9,1034
4,844,6,1034
8,817,4,1034
5,846,1,1034
9,839,4,1034
11,842,213,1034
6,840,211,1034
2,822,131,1034
20,847,3,1034
14,825,210,1034
13,807,211,1034
4,830,9,1035
2,1,131,1035
1,822,131,1035
8,844,6,1035
6,840,211,1035
3,807,211,1035
14,839,4,1035
10,846,1,1035
7,842,213,1035
5,817,4,1035
15,847,3,1035
17,825,210,1035
1,1,131,1036
3,830,9,1036
2,822,131,1036
5,840,211,1036
4,815,211,1036
10,842,213,1036
8,846,1,1036
13,817,4,1036
15,839,4,1036
16,825,210,1036
18,847,3,1036
9,844,6,1036
1,1,131,1037
2,822,131,1037
3,830,9,1037
4,817,4,1037
6,839,4,1037
10,846,1,1037
12,842,213,1037
9,840,211,1037
8,815,211,1037
13,844,6,1037
20,825,210,1037
15,847,3,1037
10,842,213,1038
8,840,211,1038
6,846,1,1038
2,822,131,1038
7,817,4,1038
1,1,131,1038
12,839,4,1038
4,815,211,1038
19,847,3,1038
5,830,9,1038
13,844,6,1038
15,825,210,1038
1,1,131,1039
2,822,131,1039
8,817,4,1039
7,815,211,1039
11,846,1,1039
5,844,6,1039
18,847,3,1039
6,840,211,1039
10,839,4,1039
20,825,210,1039
3,830,9,1039
16,842,213,1039
3,822,131,1040
2,830,9,1040
1,1,131,1040
4,815,211,1040
5,817,4,1040
10,844,6,1040
7,839,4,1040
9,842,213,1040
18,825,210,1040
8,846,1,1040
13,847,3,1040
12,840,211,1040
2,1,131,1041
3,830,9,1041
6,817,4,1041
9,815,211,1041
12,842,213,1041
4,844,6,1041
20,807,211,1041
15,825,210,1041
8,846,1,1041
7,839,4,1041
1,822,131,1041
17,847,3,1041
1,1,131,1042
2,822,131,1042
3,830,9,1042
4,844,6,1042
9,842,213,1042
5,815,211,1042
11,839,4,1042
10,817,4,1042
8,846,1,1042
14,847,3,1042
19,825,210,1042
12,840,211,1042
2,1,131,1043
1,822,131,1043
5,817,4,1043
7,844,6,1043
11,815,211,1043
9,846,1,1043
15,840,211,1043
13,847,3,1043
3,830,9,1043
17,825,210,1043
12,839,4,1043
4,842,213,1043
6,1,131,1044
3,815,211,1044
12,844,6,1044
2,830,9,1044
14,846,1,1044
1,840,211,1044
5,817,4,1044
7,839,4,1044
19,842,213,1044
9,822,131,1044
0,847,3,1044
13,825,210,1044
1,1,131,1045
3,830,9,1045
9,846,1,1045
8,842,213,1045
6,817,4,1045
2,822,131,1045
7,839,4,1045
12,844,6,1045
14,847,3,1045
18,825,210,1045
5,815,211,1045
13,840,211,1045
5,815,211,1046
11,839,4,1046
10,840,211,1046
7,817,4,1046
1,822,131,1046
2,847,131,1046
19,846,1,1046
9,842,213,1046
15,825,210,1046
3,830,9,1046
4,844,6,1046
1,830,9,1047
2,822,131,1047
3,1,131,1047
4,846,1,1047
11,817,4,1047
9,842,213,1047
10,839,4,1047
8,840,211,1047
12,844,6,1047
16,847,3,1047
20,825,210,1047
19,815,211,1047
2,1,131,1052
1,830,9,1052
3,822,131,1052
7,846,1,1052
0,815,9,1052
4,844,6,1052
6,817,1,1052
13,852,213,1052
10,840,117,1052
16,839,214,1052
15,847,3,1052
5,842,213,1052
9,4,214,1052
3,830,9,1053
1,1,131,1053
7,846,1,1053
4,844,6,1053
6,817,1,1053
5,842,213,1053
10,840,117,1053
9,839,214,1053
15,4,214,1053
2,815,9,1053
20,852,213,1053
8,822,131,1053
12,847,3,1053
2,1,131,1054
3,830,9,1054
1,822,131,1054
4,815,9,1054
7,846,1,1054
8,844,6,1054
6,839,214,1054
13,4,214,1054
16,817,1,1054
9,842,213,1054
17,840,117,1054
14,852,213,1054
11,847,3,1054
1,1,131,1055
2,830,9,1055
3,822,131,1055
4,844,6,1055
8,815,9,1055
7,817,1,1055
9,846,1,1055
5,839,214,1055
12,842,213,1055
11,840,117,1055
15,847,3,1055
10,4,214,1055
16,852,213,1055
2,830,9,1056
5,846,1,1056
9,815,9,1056
6,842,213,1056
7,1,131,1056
13,840,117,1056
11,839,214,1056
12,817,1,1056
17,4,214,1056
15,847,3,1056
16,852,213,1056
3,822,131,1056
1,844,6,1056
6,815,9,1057
4,842,213,1057
1,844,6,1057
9,846,1,1057
8,4,214,1057
7,852,213,1057
13,817,1,1057
10,822,131,1057
2,1,131,1057
15,847,3,1057
3,830,9,1057
19,840,117,1057
12,839,214,1057
1,830,9,1059
2,1,131,1059
4,815,9,1059
3,822,131,1059
8,846,1,1059
10,817,1,1059
6,842,213,1059
9,4,214,1059
19,840,117,1059
14,847,3,1059
0,852,213,1059
11,839,214,1059
7,844,6,1059
1,830,9,1058
2,1,131,1058
5,822,131,1058
4,815,9,1058
3,846,1,1058
7,844,6,1058
9,840,117,1058
8,4,214,1058
11,852,213,1058
13,817,1,1058
17,839,214,1058
10,847,3,1058
6,842,213,1058
1,830,9,1060
5,822,131,1060
2,846,1,1060
4,1,131,1060
3,815,9,1060
13,817,1,1060
12,844,6,1060
6,842,213,1060
14,4,214,1060
8,847,3,1060
7,852,213,1060
9,840,117,1060
17,839,214,1060
2,1,131,1061
4,844,6,1061
3,822,131,1061
5,846,1,1061
6,817,1,1061
7,4,214,1061
14,840,117,1061
9,839,214,1061
16,852,213,1061
11,842,213,1061
12,847,3,1061
0,815,9,1061
1,830,9,1061
8,839,214,1062
1,1,131,1062
9,4,214,1062
5,842,213,1062
16,852,213,1062
17,847,3,1062
3,830,9,1062
11,817,1,1062
6,846,1,1062
2,822,131,1062
4,815,9,1062
7,844,6,1062
12,840,117,1062
1,830,9,1063
2,847,3,1063
3,1,131,1063
4,817,1,1063
6,842,213,1063
8,839,214,1063
9,844,6,1063
12,4,214,1063
13,822,131,1063
15,846,1,1063
16,852,213,1063
0,815,9,1063
19,840,117,1063
1,830,9,1064
2,1,131,1064
3,822,131,1064
4,842,213,1064
5,844,6,1064
9,4,214,1064
0,815,9,1064
8,839,214,1064
13,846,1,1064
10,817,1,1064
12,840,117,1064
11,847,3,1064
14,852,213,1064
2,817,1,1065
3,846,1,1065
19,822,131,1065
5,844,6,1065
8,815,9,1065
9,840,117,1065
10,4,214,1065
14,847,3,1065
12,839,214,1065
4,1,131,1065
1,830,9,1065
0,842,213,1065
0,852,213,1065
4,1,131,1066
20,830,9,1066
5,817,1,1066
16,822,131,1066
6,4,214,1066
1,846,1,1066
8,815,9,1066
3,847,3,1066
7,840,117,1066
11,842,213,1066
9,839,214,1066
19,844,6,1066
12,852,213,1066
1,822,131,1067
2,830,9,1067
6,815,9,1067
3,844,6,1067
11,1,131,1067
4,842,213,1067
7,846,1,1067
8,840,117,1067
12,839,214,1067
20,817,1,1067
9,852,213,1067
13,847,3,1067
5,4,214,1067
1,830,9,1069
2,1,131,1069
3,815,9,1069
4,844,6,1069
6,817,1,1069
9,822,131,1069
7,846,1,1069
10,852,213,1069
13,840,117,1069
20,847,3,1069
19,4,214,1069
11,839,214,1069
8,842,213,1069
3,830,9,1070
2,1,131,1070
4,815,9,1070
5,842,213,1070
8,844,6,1070
12,4,214,1070
18,846,1,1070
7,817,1,1070
19,839,214,1070
20,840,117,1070
1,822,131,1070
16,847,3,1070
17,852,213,1070
10,1,131,1071
2,830,9,1071
1,822,131,1071
4,815,9,1071
6,844,6,1071
7,842,213,1071
8,839,214,1071
12,4,214,1071
5,846,1,1071
17,847,3,1071
15,852,213,1071
11,817,1,1071
14,840,117,1071
1,1,131,1051
7,830,9,1051
3,4,214,1051
11,815,9,1051
9,839,214,1051
12,840,117,1051
13,844,6,1051
4,846,1,1051
2,842,213,1051
14,817,1,1051
8,852,213,1051
15,847,3,1051
6,822,131,1051
1,1,131,1072
3,830,9,1072
2,822,131,1072
9,839,214,1072
11,817,1,1072
6,842,213,1072
4,844,6,1072
7,846,1,1072
18,840,117,1072
13,4,214,1072
8,852,213,1072
5,815,9,1072
14,847,3,1072
1,830,9,1073
2,1,131,1073
8,852,213,1073
12,842,213,1073
6,822,131,1073
3,846,1,1073
11,4,214,1073
9,839,214,1073
7,844,6,1073
10,817,1,1073
13,840,117,1073
4,815,9,1073
17,847,3,1073
1,844,6,1074
5,1,131,1074
9,847,131,1074
7,825,210,1074
6,822,51,1074
11,839,214,1074
16,852,213,1074
8,4,214,1074
15,855,51,1074
19,840,117,1074
18,817,1,1074
13,846,1,1074
17,807,117,1074
4,815,9,1074
2,830,9,1074
10,842,213,1074
4,830,9,1075
2,844,6,1075
1,815,9,1075
6,847,131,1075
5,839,214,1075
11,846,1,1075
9,842,213,1075
10,825,210,1075
15,1,131,1075
12,855,51,1075
17,807,117,1075
13,840,117,1075
8,822,51,1075
7,4,214,1075
14,817,1,1075
19,852,213,1075
1,844,6,1076
3,815,9,1076
6,847,131,1076
5,1,131,1076
4,846,1,1076
7,817,1,1076
8,839,214,1076
12,822,51,1076
11,842,213,1076
14,855,51,1076
19,840,117,1076
16,825,210,1076
13,852,213,1076
10,4,214,1076
2,830,9,1076
1,830,9,1077
3,815,9,1077
5,846,1,1077
11,847,131,1077
7,822,51,1077
2,844,6,1077
12,852,213,1077
8,825,210,1077
15,840,117,1077
17,842,213,1077
14,1,131,1077
16,839,214,1077
0,855,51,1077
6,817,1,1077
9,4,214,1077
3,830,9,1078
1,844,6,1078
4,815,9,1078
12,847,131,1078
6,1,131,1078
5,822,51,1078
20,839,214,1078
0,840,117,1078
11,4,214,1078
9,852,213,1078
14,817,1,1078
16,825,210,1078
7,842,213,1078
8,846,1,1078
17,855,51,1078
2,830,9,1079
5,815,9,1079
4,847,131,1079
6,1,131,1079
7,822,51,1079
12,839,214,1079
11,846,1,1079
20,4,214,1079
13,852,213,1079
9,817,1,1079
14,842,213,1079
17,840,117,1079
8,825,210,1079
15,855,51,1079
1,844,6,1079
3,815,9,1080
4,830,9,1080
1,844,6,1080
6,847,131,1080
5,846,1,1080
7,4,214,1080
8,1,131,1080
12,822,51,1080
17,842,213,1080
10,839,214,1080
14,817,1,1080
18,840,117,1080
20,855,51,1080
11,852,213,1080
13,825,210,1080
3,830,9,1081
2,815,9,1081
5,847,131,1081
7,1,131,1081
6,842,213,1081
10,4,214,1081
12,817,1,1081
11,846,1,1081
13,839,214,1081
15,822,51,1081
8,852,213,1081
19,840,117,1081
16,825,210,1081
14,855,51,1081
1,844,6,1081
1,830,9,1082
4,1,131,1082
8,847,131,1082
19,844,6,1082
7,839,214,1082
11,822,51,1082
10,855,51,1082
2,4,214,1082
17,840,117,1082
9,817,1,1082
15,842,213,1082
14,846,1,1082
5,825,210,1082
20,852,213,1082
13,815,9,1082
4,815,9,1083
5,1,131,1083
3,844,6,1083
7,4,214,1083
6,846,1,1083
2,830,9,1083
17,825,210,1083
20,840,117,1083
14,817,1,1083
13,852,213,1083
15,839,214,1083
11,842,213,1083
12,822,51,1083
8,847,131,1083
9,855,51,1083
2,844,6,1084
1,830,9,1084
8,1,131,1084
4,847,131,1084
6,839,214,1084
10,846,1,1084
7,825,210,1084
11,817,1,1084
19,4,214,1084
0,822,51,1084
12,840,117,1084
13,855,51,1084
14,842,213,1084
16,852,213,1084
5,815,9,1084
2,830,9,1085
4,1,131,1085
6,847,131,1085
3,815,9,1085
7,4,214,1085
5,846,1,1085
10,839,214,1085
9,817,1,1085
15,840,117,1085
14,842,213,1085
11,822,51,1085
16,855,51,1085
20,825,210,1085
1,844,6,1085
8,852,213,1085
10,830,9,1086
7,1,131,1086
1,847,131,1086
11,815,9,1086
3,844,6,1086
4,846,1,1086
6,4,214,1086
5,839,214,1086
14,840,117,1086
0,842,213,1086
12,855,51,1086
9,817,1,1086
13,825,210,1086
16,852,213,1086
8,822,51,1086
14,830,9,1087
2,815,9,1087
5,847,131,1087
3,4,214,1087
15,844,6,1087
16,839,214,1087
0,842,213,1087
9,840,117,1087
17,846,1,1087
0,852,213,1087
18,855,51,1087
7,817,1,1087
12,825,210,1087
13,822,51,1087
4,1,131,1087
1,830,9,1088
6,847,131,1088
2,844,6,1088
4,1,131,1088
5,815,9,1088
13,4,214,1088
7,846,1,1088
12,839,214,1088
10,840,117,1088
11,842,213,1088
18,825,210,1088
14,855,51,1088
17,817,1,1088
16,822,51,1088
9,852,213,1088
7,830,9,1089
1,844,6,1089
2,847,131,1089
19,1,131,1089
13,815,9,1089
3,846,1,1089
5,842,213,1089
9,855,51,1089
14,839,214,1089
15,822,51,1089
20,852,213,1089
16,825,210,1089
4,817,1,1089
12,840,117,1089
6,4,214,1089
2,815,9,1091
1,844,6,1091
6,846,1,1091
16,817,1,1091
11,840,117,1091
8,830,9,1091
3,1,131,1091
7,842,213,1091
15,822,51,1091
9,825,210,1091
0,847,131,1091
10,852,213,1091
17,839,214,1091
5,4,214,1091
14,855,51,1091
1,830,9,1092
4,815,9,1092
2,844,6,1092
5,839,214,1092
6,1,131,1092
7,4,214,1092
8,847,131,1092
10,846,1,1092
11,817,1,1092
19,840,117,1092
13,852,213,1092
18,825,210,1092
12,822,51,1092
14,855,51,1092
17,842,213,1092
2,830,9,1093
3,1,131,1093
12,844,6,1093
9,815,9,1093
4,847,131,1093
6,846,1,1093
14,4,214,1093
13,825,210,1093
19,852,213,1093
0,839,214,1093
18,855,51,1093
11,842,213,1093
15,817,1,1093
5,840,117,1093
7,822,51,1093
1,830,9,1094
3,1,131,1094
4,815,9,1094
2,847,131,1094
7,844,6,1094
11,817,1,1094
10,839,214,1094
8,846,1,1094
6,822,51,1094
14,842,213,1094
12,855,51,1094
20,840,117,1094
19,825,210,1094
9,4,214,1094
13,852,213,1094
1,847,131,1095
2,1,131,1095
5,844,6,1095
17,4,214,1095
3,830,9,1095
4,815,9,1095
16,839,214,1095
14,822,51,1095
15,840,117,1095
13,855,51,1095
10,842,213,1095
0,852,213,1095
6,846,1,1095
8,825,210,1095
11,817,1,1095
1,830,9,1096
3,844,6,1096
2,815,9,1096
6,847,131,1096
7,846,1,1096
8,839,214,1096
14,840,117,1096
13,817,1,1096
11,852,213,1096
15,855,51,1096
17,842,213,1096
18,822,51,1096
16,825,210,1096
5,1,131,1096
10,4,214,1096
1,830,9,1098
2,815,9,1098
5,4,117,1098
7,1,131,1098
8,840,117,1098
6,847,131,1098
12,822,51,1098
20,842,214,1098
14,852,213,1098
16,858,3,1098
17,825,210,1098
10,807,210,1098
13,855,51,1098
11,846,1,1098
9,839,214,1098
3,844,6,1098
18,857,1,1098
1,815,9,1099
15,830,9,1099
2,4,117,1099
3,847,131,1099
7,1,131,1099
12,844,6,1099
6,839,214,1099
9,842,214,1099
13,825,210,1099
16,852,213,1099
10,807,210,1099
11,855,51,1099
8,857,1,1099
20,858,3,1099
19,846,1,1099
14,822,51,1099
5,840,117,1099
1,830,9,1100
3,1,131,1100
4,4,117,1100
6,840,117,1100
0,815,9,1100
13,846,1,1100
10,807,210,1100
16,857,1,1100
17,855,51,1100
12,852,213,1100
0,822,51,1100
9,842,214,1100
11,839,214,1100
18,858,3,1100
14,825,210,1100
2,847,131,1100
7,844,6,1100
3,815,9,1101
2,830,9,1101
1,844,6,1101
6,4,117,1101
5,1,131,1101
9,840,117,1101
11,847,131,1101
7,846,1,1101
8,852,213,1101
10,857,1,1101
16,825,210,1101
17,842,214,1101
0,839,214,1101
14,858,3,1101
0,807,210,1101
13,822,51,1101
15,855,51,1101
9,830,9,1102
1,815,9,1102
2,4,117,1102
6,847,131,1102
13,1,131,1102
7,844,6,1102
5,842,214,1102
8,839,214,1102
4,825,210,1102
17,852,213,1102
18,840,117,1102
10,822,51,1102
12,807,210,1102
14,855,51,1102
16,846,1,1102
19,857,1,1102
20,858,3,1102
1,830,9,1104
2,4,117,1104
3,839,214,1104
5,1,131,1104
8,847,131,1104
6,844,6,1104
7,842,214,1104
10,846,1,1104
11,857,1,1104
15,822,51,1104
19,855,51,1104
9,852,213,1104
20,815,9,1104
18,807,210,1104
16,858,3,1104
17,825,210,1104
14,840,117,1104
1,830,9,1105
4,1,131,1105
12,847,131,1105
11,815,9,1105
5,840,117,1105
8,4,117,1105
6,839,214,1105
13,855,51,1105
10,842,214,1105
19,844,6,1105
15,852,213,1105
9,857,1,1105
7,807,210,1105
3,846,1,1105
17,825,210,1105
16,822,51,1105
20,858,3,1105
1,830,9,1106
2,4,117,1106
3,1,131,1106
10,844,6,1106
12,815,9,1106
6,839,214,1106
16,840,117,1106
14,822,51,1106
8,857,1,1106
15,842,214,1106
7,846,1,1106
19,852,213,1106
5,807,210,1106
20,855,51,1106
13,825,210,1106
4,847,131,1106
18,858,3,1106
1,830,9,1107
2,844,6,1107
15,815,9,1107
4,846,1,1107
7,4,117,1107
11,847,131,1107
5,1,131,1107
6,840,117,1107
9,842,214,1107
17,855,51,1107
18,858,3,1107
12,839,214,1107
14,822,51,1107
13,857,1,1107
0,825,210,1107
16,852,213,1107
8,807,210,1107
1,830,9,1108
2,846,1,1108
7,1,131,1108
3,857,1,1108
6,847,131,1108
15,815,9,1108
9,4,117,1108
4,844,6,1108
14,858,3,1108
20,822,51,1108
11,807,210,1108
12,840,117,1108
17,855,51,1108
16,852,213,1108
10,842,214,1108
19,825,210,1108
13,839,214,1108
2,830,9,1109
3,846,1,1109
9,815,9,1109
1,1,131,1109
4,857,1,1109
18,847,131,1109
6,844,6,1109
8,4,117,1109
14,840,117,1109
7,822,51,1109
13,817,213,1109
10,807,210,1109
17,852,213,1109
5,855,51,1109
19,825,210,1109
20,858,3,1109
12,839,214,1109
15,842,214,1109
6,830,9,1110
2,815,9,1110
1,844,6,1110
3,1,131,1110
9,4,117,1110
8,847,131,1110
7,846,1,1110
14,839,214,1110
10,840,117,1110
11,852,213,1110
12,842,214,1110
13,822,51,1110
17,855,51,1110
16,825,210,1110
19,817,213,1110
18,858,3,1110
0,807,210,1110
5,857,1,1110
1,830,9,1111
5,4,117,1111
12,842,214,1111
7,815,9,1111
13,1,131,1111
2,846,1,1111
8,857,1,1111
16,839,214,1111
11,840,117,1111
14,807,210,1111
18,822,51,1111
17,852,213,1111
0,825,210,1111
3,847,131,1111
15,855,51,1111
9,844,6,1111
10,858,3,1111
2,830,9,1112
5,815,9,1112
3,844,6,1112
4,847,131,1112
8,1,131,1112
9,846,1,1112
10,4,117,1112
14,822,51,1112
7,857,1,1112
15,858,3,1112
16,855,51,1112
17,842,214,1112
20,840,117,1112
13,807,210,1112
19,825,210,1112
18,839,214,1112
11,852,213,1112
4,846,1,1113
5,1,131,1113
3,844,6,1113
11,830,9,1113
12,842,214,1113
17,857,1,1113
13,815,9,1113
6,825,210,1113
0,855,51,1113
9,807,210,1113
18,858,3,1113
7,4,117,1113
2,847,131,1113
16,822,51,1113
8,839,214,1113
15,852,213,1113
0,840,117,1113
1,830,9,1114
3,846,1,1114
2,857,1,1114
4,844,6,1114
7,1,131,1114
8,847,131,1114
10,4,117,1114
14,839,214,1114
12,842,214,1114
9,852,213,1114
19,855,51,1114
18,807,210,1114
15,825,210,1114
0,858,3,1114
17,840,117,1114
5,815,9,1114
16,822,51,1114
1,830,9,1115
6,857,1,1115
10,846,1,1115
2,847,131,1115
5,844,6,1115
4,4,117,1115
8,839,214,1115
9,822,51,1115
19,855,51,1115
0,815,9,1115
16,840,117,1115
7,842,214,1115
18,825,210,1115
11,852,213,1115
14,807,210,1115
15,858,3,1115
3,1,131,1115
6,830,9,1116
2,846,1,1116
9,815,9,1116
5,847,131,1116
7,842,214,1116
0,840,117,1116
11,852,213,1116
16,858,3,1116
0,807,210,1116
13,822,51,1116
12,855,51,1116
0,825,210,1116
14,817,213,1116
0,4,117,1116
10,857,1,1116
8,839,214,1116
3,1,131,1116
1,844,6,1116
3,830,9,1117
6,1,131,1117
1,844,6,1117
17,846,1,1117
8,847,131,1117
4,817,213,1117
7,857,1,1117
15,839,214,1117
11,842,214,1117
18,852,213,1117
12,807,210,1117
10,855,51,1117
9,822,51,1117
19,858,3,1117
0,840,117,1117
13,4,117,1117
16,825,210,1117
5,815,9,1117
1,830,9,1118
6,846,1,1118
4,4,117,1118
9,815,9,1118
3,840,117,1118
15,842,214,1118
5,1,131,1118
16,852,213,1118
14,839,214,1118
19,858,3,1118
11,807,210,1118
17,817,213,1118
10,857,1,1118
8,847,131,1118
18,822,51,1118
20,855,51,1118
12,825,210,1118
0,844,6,1118
2,830,9,1119
1,844,6,1119
11,815,9,1119
16,839,214,1119
19,840,117,1119
10,1,131,1119
3,847,131,1119
9,4,117,1119
18,857,1,1119
4,842,214,1119
8,825,210,1119
14,817,213,1119
17,855,51,1119
6,858,3,1119
7,822,51,1119
20,852,213,1119
13,807,210,1119
15,846,1,1119
1,830,9,1120
2,844,6,1120
4,847,131,1120
9,815,9,1120
5,846,1,1120
3,857,1,1120
7,4,117,1120
6,852,213,1120
11,1,131,1120
13,840,117,1120
15,817,213,1120
12,839,214,1120
10,842,214,1120
8,807,210,1120
20,858,3,1120
19,855,51,1120
18,822,51,1120
17,825,210,1120
1,830,9,1121
5,815,9,1121
2,844,6,1121
3,847,131,1121
7,846,1,1121
9,1,131,1121
8,857,1,1121
6,4,117,1121
12,840,117,1121
17,855,15,1121
15,825,210,1121
14,817,215,1121
11,852,215,1121
10,807,210,1121
19,839,214,1121
20,842,214,1121
16,822,15,1121
18,858,3,1121
1,830,9,1122
3,815,9,1122
2,844,6,1122
5,857,1,1122
4,4,117,1122
7,847,131,1122
6,846,1,1122
8,1,131,1122
15,807,210,1122
13,825,210,1122
17,839,214,1122
19,858,3,1122
9,852,215,1122
14,817,215,1122
16,822,15,1122
20,855,15,1122
10,840,117,1122
18,842,214,1122
4,844,6,1123
3,846,1,1123
5,857,1,1123
6,815,9,1123
9,840,117,1123
8,852,215,1123
10,4,117,1123
16,807,210,1123
14,825,210,1123
18,817,215,1123
17,842,214,1123
13,822,15,1123
19,855,15,1123
15,839,214,1123
7,847,131,1123
11,1,131,1123
1,830,9,1123
1,830,9,1124
2,815,9,1124
8,844,6,1124
3,846,1,1124
5,4,117,1124
9,847,131,1124
6,857,1,1124
7,1,131,1124
10,852,215,1124
12,807,210,1124
16,840,117,1124
18,825,210,1124
13,822,15,1124
15,839,214,1124
17,842,214,1124
19,858,3,1124
20,855,15,1124
11,817,215,1124
1,830,9,1125
4,846,1,1125
2,815,9,1125
6,844,6,1125
8,847,131,1125
3,4,117,1125
5,857,1,1125
18,1,131,1125
9,807,210,1125
13,839,214,1125
15,842,214,1125
16,855,15,1125
11,840,117,1125
17,825,210,1125
20,858,3,1125
12,817,215,1125
19,852,215,1125
10,822,15,1125
5,846,1,1126
1,830,9,1126
2,844,6,1126
4,815,9,1126
8,1,131,1126
10,852,215,1126
7,847,131,1126
15,4,117,1126
13,839,214,1126
9,807,210,1126
12,842,214,1126
6,857,1,1126
19,855,15,1126
20,817,215,1126
16,822,15,1126
11,840,117,1126
18,825,210,1126
17,858,3,1126
1,830,9,1127
2,846,1,1127
3,844,6,1127
5,857,1,1127
8,1,131,1127
6,847,131,1127
11,815,9,1127
13,840,117,1127
7,852,215,1127
10,807,210,1127
18,825,210,1127
9,817,215,1127
12,839,214,1127
17,855,15,1127
15,842,214,1127
19,858,3,1127
16,822,15,1127
20,4,117,1127
1,844,6,1128
2,857,1,1128
4,846,1,1128
5,847,131,1128
6,830,9,1128
7,1,131,1128
8,852,215,1128
10,842,214,1128
14,4,117,1128
12,817,215,1128
17,822,15,1128
13,840,117,1128
15,858,3,1128
18,855,15,1128
11,839,214,1128
16,815,9,1128
19,807,210,1128
20,825,210,1128
2,830,9,1129
3,846,1,1129
1,847,131,1129
7,1,131,1129
4,857,1,1129
6,4,117,1129
9,840,117,1129
5,817,215,1129
15,842,214,1129
18,839,214,1129
17,807,210,1129
14,825,210,1129
0,822,15,1129
8,852,215,1129
0,855,15,1129
16,815,9,1129
11,844,6,1129
13,858,3,1129
2,830,9,1130
1,846,1,1130
3,1,131,1130
4,847,131,1130
5,844,6,1130
9,857,1,1130
11,815,9,1130
7,842,214,1130
8,839,214,1130
13,807,210,1130
10,4,117,1130
15,855,15,1130
14,840,117,1130
18,817,215,1130
12,822,15,1130
16,825,210,1130
17,852,215,1130
19,858,3,1130
3,847,131,1131
7,857,1,1131
5,1,131,1131
1,830,9,1131
9,807,210,1131
8,815,9,1131
12,825,210,1131
11,817,215,1131
13,842,214,1131
6,844,6,1131
10,839,214,1131
17,840,117,1131
14,852,215,1131
18,822,15,1131
20,855,15,1131
15,4,117,1131
19,858,3,1131
2,846,1,1131
2,1,131,1132
4,830,9,1132
3,846,1,1132
5,857,1,1132
6,807,210,1132
8,840,117,1132
10,4,117,1132
13,852,215,1132
12,858,3,1132
17,825,210,1132
15,817,215,1132
11,844,6,1132
16,822,15,1132
18,839,214,1132
0,815,9,1132
14,855,15,1132
1,847,131,1132
19,842,214,1132
